evaluation,choice,kept,PdetailsBackForwardChosenstepsWaled,DdetailsKindNumhotNumall
171,P,1,P[ -90/   3/  90/   2],             
172,D,1,                      ,D[AR/ 42/219/334]
173,P,1,P[ -17/ 130/ 123/ 117],             
174,D,1,                      ,D[FL/258/219/334]
175,P,0,P[ -19/   0/ 271/  -2],             
176,P,0,P[  -7/   2/ 182/   1],             
177,D,0,                      ,D[AR/226/219/334]
178,P,1,P[ -19/   0/ 271/ -19],             
179,P,1,P[ -12/  19/  38/  14],             
180,D,1,                      ,D[FL/ 77/219/334]
181,P,1,P[  -4/   1/ 163/  -4],             
182,P,0,P[ -63/   3/  63/  -4],             
183,P,0,P[   0/   8/ 321/   1],             
184,D,0,                      ,D[FL/210/217/334]
185,P,0,P[   0/   7/ 289/   6],             
186,D,1,                      ,D[FL/237/217/334]
187,P,1,P[ -10/  12/ 218/  -8],             
188,P,0,P[  -2/   3/ 248/  -2],             
189,P,1,P[ -19/  22/  19/  20],             
190,D,0,                      ,D[FL/215/216/334]
191,D,0,                      ,D[IM/122/216/334]
192,D,1,                      ,D[IM/ 45/216/334]
193,P,1,P[ -13/   2/ 189/   1],             
194,P,0,P[  -4/   5/  88/   4],             
195,D,1,                      ,D[FL/187/217/334]
196,D,1,                      ,D[IM/100/217/334]
197,P,1,P[ -22/  57/  22/  54],             
198,D,1,                      ,D[FL/169/216/334]
199,P,1,P[  -4/   7/ 134/  -4],             
